"","Date","ID","Parameter","Value","Unit"
"742",2007-04-09,"CEDEN-314SYF","Ammonia",0.004312,"mg/l"
"743",2007-04-09,"CEDEN-314SYF","Total dissolved solids",1060,"mg/l"
"744",2007-05-29,"CEDEN-314SYF","Ammonia",4.65,"mg/l"
"745",2007-05-29,"CEDEN-314SYF","Total dissolved solids",1110,"mg/l"
"746",2007-05-29,"CEDEN-314SYF","Ammonia",0.009852,"mg/l"
"747",2007-06-26,"CEDEN-314SYF","Ammonia",0.004199,"mg/l"
"748",2007-06-26,"CEDEN-314SYF","Total dissolved solids",1220,"mg/l"
"749",2007-06-26,"CEDEN-314SYF","Ammonia",2.07,"mg/l"
"750",2007-07-25,"CEDEN-314SYF","Ammonia",0.001423,"mg/l"
"751",2007-07-25,"CEDEN-314SYF","Ammonia",1.9,"mg/l"
"752",2007-07-25,"CEDEN-314SYF","Total dissolved solids",1170,"mg/l"
"753",2007-08-29,"CEDEN-314SYF","Total dissolved solids",1150,"mg/l"
"754",2007-08-29,"CEDEN-314SYF","Ammonia",0.004219,"mg/l"
"755",2007-08-29,"CEDEN-314SYF","Ammonia",3.5,"mg/l"
"756",2007-09-25,"CEDEN-314SYF","Total dissolved solids",1120,"mg/l"
"757",2007-09-25,"CEDEN-314SYF","Ammonia",0.033816,"mg/l"
"758",2007-09-25,"CEDEN-314SYF","Ammonia",9.84,"mg/l"
"759",2007-10-24,"CEDEN-314SYF","Ammonia",3.52,"mg/l"
"760",2007-10-24,"CEDEN-314SYF","Ammonia",0.006929,"mg/l"
"761",2007-10-24,"CEDEN-314SYF","Total dissolved solids",1140,"mg/l"
"762",2007-11-28,"CEDEN-314SYF","Ammonia",3.36,"mg/l"
"763",2007-11-28,"CEDEN-314SYF","Ammonia",0.002401,"mg/l"
"764",2007-11-28,"CEDEN-314SYF","Total dissolved solids",1140,"mg/l"
"765",2007-12-17,"CEDEN-314SYF","Ammonia",3.04,"mg/l"
"766",2007-12-17,"CEDEN-314SYF","Total dissolved solids",1080,"mg/l"
"767",2007-12-17,"CEDEN-314SYF","Ammonia",0.002857,"mg/l"
"768",2008-01-24,"CEDEN-314SYF","Total dissolved solids",370,"mg/l"
"769",2008-01-24,"CEDEN-314SYF","Ammonia",0.136,"mg/l"
"770",2008-01-24,"CEDEN-314SYF","Ammonia",0.001009,"mg/l"
"771",2008-01-31,"CEDEN-314SYF","Total dissolved solids",110,"mg/l"
"772",2008-01-31,"CEDEN-314SYF","Nitrate",0.92,"mg/l"
"773",2008-01-31,"CEDEN-314SYF","Ammonia",0.15,"mg/l"
"774",2008-01-31,"CEDEN-314SYF","Total dissolved solids",490,"mg/l"
"775",2008-01-31,"CEDEN-314SYF","Total dissolved solids",600,"mg/l"
"776",2008-01-31,"CEDEN-314SYF","Ammonia",0.002839,"mg/l"
"777",2008-02-25,"CEDEN-314SYF","Ammonia",0.037,"mg/l"
"778",2008-02-25,"CEDEN-314SYF","Total dissolved solids",140,"mg/l"
"779",2008-02-25,"CEDEN-314SYF","Nitrate",0.64,"mg/l"
"780",2008-02-25,"CEDEN-314SYF","Total dissolved solids",470,"mg/l"
"781",2008-02-25,"CEDEN-314SYF","Total dissolved solids",610,"mg/l"
"782",2008-02-25,"CEDEN-314SYF","Ammonia",0.001226,"mg/l"
"783",2008-02-26,"CEDEN-314SYF","Total dissolved solids",514,"mg/l"
"784",2008-02-26,"CEDEN-314SYF","Ammonia",0.002778,"mg/l"
"785",2008-02-26,"CEDEN-314SYF","Ammonia",0.067,"mg/l"
"786",2008-03-24,"CEDEN-314SYF","Ammonia",0.009833,"mg/l"
"787",2008-03-24,"CEDEN-314SYF","Nitrate",1.7,"mg/l"
"788",2008-03-24,"CEDEN-314SYF","Ammonia",0.29,"mg/l"
"789",2008-03-24,"CEDEN-314SYF","Total dissolved solids",240,"mg/l"
"790",2008-03-24,"CEDEN-314SYF","Total dissolved solids",700,"mg/l"
"791",2008-03-24,"CEDEN-314SYF","Total dissolved solids",950,"mg/l"
"792",2008-03-25,"CEDEN-314SYF","Total dissolved solids",825,"mg/l"
"793",2008-03-25,"CEDEN-314SYF","Ammonia",0.409,"mg/l"
"794",2008-03-25,"CEDEN-314SYF","Ammonia",0.030112,"mg/l"
"795",2008-04-21,"CEDEN-314SYF","Ammonia",0.049597,"mg/l"
"796",2008-04-21,"CEDEN-314SYF","Nitrate",11,"mg/l"
"797",2008-04-21,"CEDEN-314SYF","Total dissolved solids",220,"mg/l"
"798",2008-04-21,"CEDEN-314SYF","Total dissolved solids",1100,"mg/l"
"799",2008-04-21,"CEDEN-314SYF","Total dissolved solids",900,"mg/l"
"800",2008-04-21,"CEDEN-314SYF","Ammonia",4.3,"mg/l"
"801",2008-04-24,"CEDEN-314SYF","Total dissolved solids",1110,"mg/l"
"802",2008-04-24,"CEDEN-314SYF","Ammonia",3.29,"mg/l"
"803",2008-04-24,"CEDEN-314SYF","Ammonia",0.024292,"mg/l"
"804",2008-05-21,"CEDEN-314SYF","Total dissolved solids",260,"mg/l"
"805",2008-05-21,"CEDEN-314SYF","Total dissolved solids",1300,"mg/l"
"806",2008-05-21,"CEDEN-314SYF","Total dissolved solids",1000,"mg/l"
"807",2008-05-21,"CEDEN-314SYF","Ammonia",3.5,"mg/l"
"808",2008-05-21,"CEDEN-314SYF","Nitrate",22,"mg/l"
"809",2008-05-21,"CEDEN-314SYF","Ammonia",0.008999,"mg/l"
"810",2008-05-27,"CEDEN-314SYF","Total dissolved solids",1070,"mg/l"
"811",2008-05-27,"CEDEN-314SYF","Ammonia",1.94,"mg/l"
"812",2008-05-27,"CEDEN-314SYF","Ammonia",0.008514,"mg/l"
"813",2008-06-16,"CEDEN-314SYF","Ammonia",0.024923,"mg/l"
"814",2008-06-16,"CEDEN-314SYF","Ammonia",4.7,"mg/l"
"815",2008-06-16,"CEDEN-314SYF","Total dissolved solids",310,"mg/l"
"816",2008-06-16,"CEDEN-314SYF","Total dissolved solids",1200,"mg/l"
"817",2008-06-16,"CEDEN-314SYF","Total dissolved solids",900,"mg/l"
"818",2008-06-16,"CEDEN-314SYF","Nitrate",16,"mg/l"
"819",2008-06-24,"CEDEN-314SYF","Ammonia",2.96,"mg/l"
"820",2008-06-24,"CEDEN-314SYF","Ammonia",0.014178,"mg/l"
"821",2008-06-24,"CEDEN-314SYF","Total dissolved solids",1200,"mg/l"
"822",2008-07-21,"CEDEN-314SYF","Ammonia",0.016628,"mg/l"
"823",2008-07-21,"CEDEN-314SYF","Total dissolved solids",1000,"mg/l"
"824",2008-07-21,"CEDEN-314SYF","Ammonia",5.9,"mg/l"
"825",2008-07-21,"CEDEN-314SYF","Total dissolved solids",230,"mg/l"
"826",2008-07-21,"CEDEN-314SYF","Total dissolved solids",1200,"mg/l"
"827",2008-07-21,"CEDEN-314SYF","Nitrate",15,"mg/l"
"828",2008-07-29,"CEDEN-314SYF","Ammonia",0.004821,"mg/l"
"829",2008-07-29,"CEDEN-314SYF","Total dissolved solids",1080,"mg/l"
"830",2008-07-29,"CEDEN-314SYF","Ammonia",1.9,"mg/l"
"831",2008-08-14,"CEDEN-314SYF","Ammonia",2.32,"mg/l"
"832",2008-08-14,"CEDEN-314SYF","Ammonia",0.004834,"mg/l"
"833",2008-08-14,"CEDEN-314SYF","Total dissolved solids",1220,"mg/l"
"834",2008-08-18,"CEDEN-314SYF","Ammonia",0.014839,"mg/l"
"835",2008-08-18,"CEDEN-314SYF","Total dissolved solids",400,"mg/l"
"836",2008-08-18,"CEDEN-314SYF","Total dissolved solids",1300,"mg/l"
"837",2008-08-18,"CEDEN-314SYF","Ammonia",6,"mg/l"
"838",2008-08-18,"CEDEN-314SYF","Nitrate",19,"mg/l"
"839",2008-08-18,"CEDEN-314SYF","Total dissolved solids",1700,"mg/l"
"840",2008-09-22,"CEDEN-314SYF","Ammonia",0.014974,"mg/l"
"841",2008-09-22,"CEDEN-314SYF","Nitrate",18,"mg/l"
"842",2008-09-22,"CEDEN-314SYF","Total dissolved solids",190,"mg/l"
"843",2008-09-22,"CEDEN-314SYF","Total dissolved solids",960,"mg/l"
"844",2008-09-22,"CEDEN-314SYF","Total dissolved solids",1200,"mg/l"
"845",2008-09-22,"CEDEN-314SYF","Ammonia",5.6,"mg/l"
"846",2008-09-23,"CEDEN-314SYF","Ammonia",0.00936,"mg/l"
"847",2008-09-23,"CEDEN-314SYF","Total dissolved solids",1040,"mg/l"
"848",2008-09-23,"CEDEN-314SYF","Ammonia",2.44,"mg/l"
"849",2008-10-21,"CEDEN-314SYF","Ammonia",3.5,"mg/l"
"850",2008-10-21,"CEDEN-314SYF","Nitrate",21,"mg/l"
"851",2008-10-21,"CEDEN-314SYF","Total dissolved solids",140,"mg/l"
"852",2008-10-21,"CEDEN-314SYF","Total dissolved solids",930,"mg/l"
"853",2008-10-21,"CEDEN-314SYF","Total dissolved solids",1100,"mg/l"
"854",2008-10-21,"CEDEN-314SYF","Ammonia",0.004553,"mg/l"
"855",2008-10-28,"CEDEN-314SYF","Ammonia",2.1,"mg/l"
"856",2008-10-28,"CEDEN-314SYF","Total dissolved solids",1090,"mg/l"
"857",2008-10-28,"CEDEN-314SYF","Ammonia",0.003557,"mg/l"
"858",2008-11-11,"CEDEN-314SYF","Ammonia",0.01766,"mg/l"
"859",2008-11-11,"CEDEN-314SYF","Total dissolved solids",240,"mg/l"
"860",2008-11-11,"CEDEN-314SYF","Nitrate",15,"mg/l"
"861",2008-11-11,"CEDEN-314SYF","Ammonia",4.6,"mg/l"
"862",2008-11-11,"CEDEN-314SYF","Total dissolved solids",1100,"mg/l"
"863",2008-11-11,"CEDEN-314SYF","Total dissolved solids",880,"mg/l"
"864",2008-11-18,"CEDEN-314SYF","Ammonia",1.16,"mg/l"
"865",2008-11-18,"CEDEN-314SYF","Total dissolved solids",1040,"mg/l"
"866",2008-11-18,"CEDEN-314SYF","Ammonia",0.002324,"mg/l"
"867",2008-12-09,"CEDEN-314SYF","Ammonia",0.000941,"mg/l"
"868",2008-12-09,"CEDEN-314SYF","Ammonia",0.31,"mg/l"
"869",2008-12-09,"CEDEN-314SYF","Total dissolved solids",1200,"mg/l"
"870",2008-12-09,"CEDEN-314SYF","Total dissolved solids",220,"mg/l"
"871",2008-12-09,"CEDEN-314SYF","Total dissolved solids",960,"mg/l"
"872",2008-12-16,"CEDEN-314SYF","Total dissolved solids",800,"mg/l"
"873",2008-12-16,"CEDEN-314SYF","Ammonia",0.003492,"mg/l"
"874",2008-12-16,"CEDEN-314SYF","Ammonia",1.3,"mg/l"
"875",2009-01-27,"CEDEN-314SYF","Ammonia",5.36,"mg/l"
"876",2009-01-27,"CEDEN-314SYF","Total dissolved solids",1000,"mg/l"
"877",2009-02-06,"CEDEN-314SYF","Total dissolved solids",174,"mg/l"
"878",2009-03-24,"CEDEN-314SYF","Total dissolved solids",1050,"mg/l"
"879",2009-03-24,"CEDEN-314SYF","Ammonia",2.39,"mg/l"
"880",2009-04-28,"CEDEN-314SYF","Total dissolved solids",1080,"mg/l"
"881",2009-04-28,"CEDEN-314SYF","Ammonia",2.99,"mg/l"
"882",2009-04-28,"CEDEN-314SYF","Ammonia",0.005465,"mg/l"
"883",2009-05-27,"CEDEN-314SYF","Total dissolved solids",2130,"mg/l"
"884",2009-05-27,"CEDEN-314SYF","Ammonia",3.34,"mg/l"
"885",2009-05-27,"CEDEN-314SYF","Ammonia",0.037656,"mg/l"
"886",2009-06-24,"CEDEN-314SYF","Ammonia",0.004717,"mg/l"
"887",2009-06-24,"CEDEN-314SYF","Total dissolved solids",1030,"mg/l"
"888",2009-06-24,"CEDEN-314SYF","Ammonia",1.14,"mg/l"
"889",2009-07-28,"CEDEN-314SYF","Ammonia",0.003924,"mg/l"
"890",2009-07-28,"CEDEN-314SYF","Total dissolved solids",1010,"mg/l"
"891",2009-07-28,"CEDEN-314SYF","Ammonia",1.01,"mg/l"
"892",2009-08-19,"CEDEN-314SYF","Ammonia",0.002792,"mg/l"
"893",2009-08-19,"CEDEN-314SYF","Total dissolved solids",980,"mg/l"
"894",2009-08-19,"CEDEN-314SYF","Ammonia",0.523,"mg/l"
"895",2009-09-16,"CEDEN-314SYF","Total dissolved solids",1070,"mg/l"
"896",2009-09-16,"CEDEN-314SYF","Ammonia",0.002795,"mg/l"
"897",2009-09-16,"CEDEN-314SYF","Ammonia",0.618,"mg/l"
"898",2009-10-28,"CEDEN-314SYF","Total dissolved solids",1060,"mg/l"
"899",2009-10-28,"CEDEN-314SYF","Ammonia",0.000373,"mg/l"
"900",2009-10-28,"CEDEN-314SYF","Ammonia",0.087,"mg/l"
"901",2009-11-08,"CEDEN-314SYF","Total dissolved solids",1040,"mg/l"
"902",2009-11-08,"CEDEN-314SYF","Ammonia",0.000519,"mg/l"
"903",2009-11-08,"CEDEN-314SYF","Ammonia",0.166,"mg/l"
"904",2009-12-07,"CEDEN-314SYF","Total dissolved solids",877,"mg/l"
"905",2010-01-20,"CEDEN-314SYF","Total dissolved solids",113,"mg/l"
"906",2010-02-22,"CEDEN-314SYF","Total dissolved solids",848,"mg/l"
"907",2010-03-29,"CEDEN-314SYF","Total dissolved solids",900,"mg/l"
"908",2010-04-27,"CEDEN-314SYF","Total dissolved solids",898,"mg/l"
"909",2010-05-24,"CEDEN-314SYF","Total dissolved solids",965,"mg/l"
"910",2010-06-29,"CEDEN-314SYF","Total dissolved solids",996,"mg/l"
"911",2010-07-27,"CEDEN-314SYF","Total dissolved solids",970,"mg/l"
"912",2010-08-20,"CEDEN-314SYF","Ammonia",0.102,"mg/l"
"913",2010-08-20,"CEDEN-314SYF","Total dissolved solids",972,"mg/l"
"914",2010-08-20,"CEDEN-314SYF","Ammonia",0.002534,"mg/l"
"915",2010-09-23,"CEDEN-314SYF","Total dissolved solids",990,"mg/l"
"916",2010-10-26,"CEDEN-314SYF","Total dissolved solids",910,"mg/l"
"917",2010-11-15,"CEDEN-314SYF","Total dissolved solids",960,"mg/l"
"918",2010-12-13,"CEDEN-314SYF","Total dissolved solids",939,"mg/l"
"919",2011-01-26,"CEDEN-314SYF","Ammonia",0.057,"mg/l"
"920",2011-01-26,"CEDEN-314SYF","Ammonia",0.002757,"mg/l"
"921",2011-01-26,"CEDEN-314SYF","Total dissolved solids",900,"mg/l"
"922",2011-02-24,"CEDEN-314SYF","Total dissolved solids",800,"mg/l"
"923",2011-03-21,"CEDEN-314SYF","Ammonia",0.253,"mg/l"
"924",2011-03-21,"CEDEN-314SYF","Ammonia",0.005275,"mg/l"
"925",2011-03-21,"CEDEN-314SYF","Total dissolved solids",470,"mg/l"
"926",2011-04-27,"CEDEN-314SYF","Ammonia",0.001546,"mg/l"
"927",2011-04-27,"CEDEN-314SYF","Ammonia",0.023,"mg/l"
"928",2011-04-27,"CEDEN-314SYF","Total dissolved solids",740,"mg/l"
"929",2011-05-25,"CEDEN-314SYF","Ammonia",0.00888,"mg/l"
"930",2011-05-25,"CEDEN-314SYF","Total dissolved solids",880,"mg/l"
"931",2011-05-25,"CEDEN-314SYF","Ammonia",0.095,"mg/l"
"932",2011-06-28,"CEDEN-314SYF","Total dissolved solids",960,"mg/l"
"933",2011-06-28,"CEDEN-314SYF","Ammonia",0.002331,"mg/l"
"934",2011-06-28,"CEDEN-314SYF","Ammonia",0.037,"mg/l"
"935",2011-07-26,"CEDEN-314SYF","Total dissolved solids",990,"mg/l"
"936",2011-07-26,"CEDEN-314SYF","Ammonia",0.009926,"mg/l"
"937",2011-07-26,"CEDEN-314SYF","Ammonia",0.208,"mg/l"
"938",2011-08-17,"CEDEN-314SYF","Total dissolved solids",960,"mg/l"
"939",2011-09-27,"CEDEN-314SYF","Total dissolved solids",940,"mg/l"
"940",2011-10-25,"CEDEN-314SYF","Ammonia",0.09,"mg/l"
"941",2011-10-25,"CEDEN-314SYF","Total dissolved solids",920,"mg/l"
"942",2011-10-25,"CEDEN-314SYF","Ammonia",0.001245,"mg/l"
"943",2011-11-15,"CEDEN-314SYF","Total dissolved solids",972,"mg/l"
"944",2011-11-15,"CEDEN-314SYF","Ammonia",0.000711,"mg/l"
"945",2011-11-15,"CEDEN-314SYF","Ammonia",0.046,"mg/l"
"946",2011-12-14,"CEDEN-314SYF","Total dissolved solids",1000,"mg/l"
"947",2012-02-07,"CEDEN-314SYF","Ammonia",0.001329,"mg/l"
"948",2012-02-07,"CEDEN-314SYF","Ammonia",0.15,"mg/l"
"949",2012-05-29,"CEDEN-314SYF","Ammonia",0.005164,"mg/l"
"950",2012-05-29,"CEDEN-314SYF","Ammonia",0.327,"mg/l"
"951",2012-09-19,"CEDEN-314SYF","Ammonia",0.004172,"mg/l"
"952",2012-09-19,"CEDEN-314SYF","Ammonia",0.104,"mg/l"
"953",2012-11-27,"CEDEN-314SYF","Ammonia",0.294,"mg/l"
"954",2012-11-27,"CEDEN-314SYF","Ammonia",0.002276,"mg/l"
"955",2013-03-27,"CEDEN-314SYF","Ammonia",0.002,"mg/l"
"956",2013-03-27,"CEDEN-314SYF","Ammonia",0.125,"mg/l"
"957",2013-03-27,"CEDEN-314SYF","Ammonia",0.125,"mg/l"
"958",2013-03-27,"CEDEN-314SYF","Ammonia",0.002,"mg/l"
"959",2013-07-29,"CEDEN-314SYF","Ammonia",0.284,"mg/l"
"960",2013-07-29,"CEDEN-314SYF","Ammonia",0.006,"mg/l"
"961",2013-07-29,"CEDEN-314SYF","Ammonia",0.284,"mg/l"
"962",2013-07-29,"CEDEN-314SYF","Ammonia",0.006,"mg/l"
"963",2014-01-22,"CEDEN-314SYF","Nitrate",3.3,"mg/l"
"964",2014-01-22,"CEDEN-314SYF","Total dissolved solids",890,"mg/l"
"965",2014-01-22,"CEDEN-314SYF","Total dissolved solids",65,"mg/l"
"966",2014-01-22,"CEDEN-314SYF","Total dissolved solids",830,"mg/l"
"967",2014-01-22,"CEDEN-314SYF","Ammonia",0.063,"mg/l"
"968",2014-02-27,"CEDEN-314SYF","Ammonia",0.061,"mg/l"
"969",2014-02-27,"CEDEN-314SYF","Total dissolved solids",660,"mg/l"
"970",2014-02-27,"CEDEN-314SYF","Nitrate",2.1,"mg/l"
"971",2014-02-27,"CEDEN-314SYF","Total dissolved solids",100,"mg/l"
"972",2014-02-27,"CEDEN-314SYF","Total dissolved solids",560,"mg/l"
"973",2014-02-28,"CEDEN-314SYF","Ammonia",0.01,"mg/l"
"974",2014-02-28,"CEDEN-314SYF","Ammonia",0.17,"mg/l"
"975",2014-02-28,"CEDEN-314SYF","Ammonia",0.17,"mg/l"
"976",2014-02-28,"CEDEN-314SYF","Ammonia",0.01,"mg/l"
"977",2014-02-28,"CEDEN-314SYF","Ammonia",0.17,"mg/l"
"978",2014-02-28,"CEDEN-314SYF","Ammonia",0.01,"mg/l"
"979",2014-03-26,"CEDEN-314SYF","Nitrate",2.9,"mg/l"
"980",2014-03-26,"CEDEN-314SYF","Total dissolved solids",850,"mg/l"
"981",2014-03-26,"CEDEN-314SYF","Total dissolved solids",140,"mg/l"
"982",2014-03-26,"CEDEN-314SYF","Total dissolved solids",1000,"mg/l"
"983",2014-03-26,"CEDEN-314SYF","Ammonia",0.071,"mg/l"
"984",2014-04-23,"CEDEN-314SYF","Total dissolved solids",140,"mg/l"
"985",2014-04-23,"CEDEN-314SYF","Ammonia",0.066,"mg/l"
"986",2014-04-23,"CEDEN-314SYF","Total dissolved solids",940,"mg/l"
"987",2014-04-23,"CEDEN-314SYF","Total dissolved solids",800,"mg/l"
"988",2014-04-23,"CEDEN-314SYF","Nitrate",2.7,"mg/l"
"989",2014-05-22,"CEDEN-314SYF","Nitrate",3.5,"mg/l"
"990",2014-05-22,"CEDEN-314SYF","Total dissolved solids",900,"mg/l"
"991",2014-05-22,"CEDEN-314SYF","Total dissolved solids",61,"mg/l"
"992",2014-05-22,"CEDEN-314SYF","Ammonia",0.1,"mg/l"
"993",2014-05-22,"CEDEN-314SYF","Total dissolved solids",840,"mg/l"
"994",2014-06-25,"CEDEN-314SYF","Ammonia",0.1,"mg/l"
"995",2014-06-25,"CEDEN-314SYF","Total dissolved solids",920,"mg/l"
"996",2014-06-25,"CEDEN-314SYF","Total dissolved solids",1000,"mg/l"
"997",2014-06-25,"CEDEN-314SYF","Total dissolved solids",100,"mg/l"
"998",2014-06-25,"CEDEN-314SYF","Nitrate",4.7,"mg/l"
"999",2014-07-16,"CEDEN-314SYF","Total dissolved solids",990,"mg/l"
"1000",2014-07-16,"CEDEN-314SYF","Nitrate",3.6,"mg/l"
"1001",2014-07-16,"CEDEN-314SYF","Total dissolved solids",1000,"mg/l"
"1002",2014-07-16,"CEDEN-314SYF","Ammonia",0.16,"mg/l"
"1003",2014-09-24,"CEDEN-314SYF","Total dissolved solids",71,"mg/l"
"1004",2014-09-24,"CEDEN-314SYF","Ammonia",0.11,"mg/l"
"1005",2014-09-24,"CEDEN-314SYF","Total dissolved solids",940,"mg/l"
"1006",2014-09-24,"CEDEN-314SYF","Total dissolved solids",1000,"mg/l"
"1007",2014-09-24,"CEDEN-314SYF","Nitrate",6.1,"mg/l"
"1008",2014-10-22,"CEDEN-314SYF","Total dissolved solids",930,"mg/l"
"1009",2014-10-22,"CEDEN-314SYF","Nitrate",6.1,"mg/l"
"1010",2014-10-22,"CEDEN-314SYF","Total dissolved solids",130,"mg/l"
"1011",2014-10-22,"CEDEN-314SYF","Total dissolved solids",1100,"mg/l"
"1012",2014-10-22,"CEDEN-314SYF","Ammonia",0.066,"mg/l"
"1013",2014-11-19,"CEDEN-314SYF","Total dissolved solids",960,"mg/l"
"1014",2014-11-19,"CEDEN-314SYF","Total dissolved solids",1000,"mg/l"
"1015",2014-11-19,"CEDEN-314SYF","Nitrate",7.9,"mg/l"
"1016",2014-11-19,"CEDEN-314SYF","Ammonia",0.089,"mg/l"
"1017",2014-11-19,"CEDEN-314SYF","Total dissolved solids",79,"mg/l"
"1018",2014-12-17,"CEDEN-314SYF","Nitrate",2.1,"mg/l"
"1019",2014-12-17,"CEDEN-314SYF","Total dissolved solids",68,"mg/l"
"1020",2014-12-17,"CEDEN-314SYF","Total dissolved solids",570,"mg/l"
"1021",2014-12-17,"CEDEN-314SYF","Ammonia",0.045,"mg/l"
"1022",2014-12-17,"CEDEN-314SYF","Total dissolved solids",510,"mg/l"
"1023",2016-03-30,"CEDEN-314SYF","Ammonia",0.001,"mg/l"
"1024",2016-03-30,"CEDEN-314SYF","Ammonia",0.001,"mg/l"
"1025",2016-03-30,"CEDEN-314SYF","Ammonia",0.096,"mg/l"
"1026",2017-04-25,"CEDEN-314SYF","Ammonia",0.04,"mg/l"
"1027",2017-04-25,"CEDEN-314SYF","Ammonia",0.45,"mg/l"
"1028",2017-07-20,"CEDEN-314SYF","Ammonia",0.02,"mg/l"
"1029",2017-07-20,"CEDEN-314SYF","Ammonia",0.272,"mg/l"
"1030",2017-09-28,"CEDEN-314SYF","Ammonia",0.142,"mg/l"
"1031",2017-09-28,"CEDEN-314SYF","Ammonia",0.007,"mg/l"
"1032",2017-11-21,"CEDEN-314SYF","Ammonia",0.08,"mg/l"
"1033",2017-11-21,"CEDEN-314SYF","Ammonia",4.28,"mg/l"
"1034",2018-01-10,"CEDEN-314SYF","Ammonia",0.006,"mg/l"
"1035",2018-01-10,"CEDEN-314SYF","Ammonia",0.199,"mg/l"
"1036",2018-03-30,"CEDEN-314SYF","Ammonia",0.002,"mg/l"
"1037",2018-03-30,"CEDEN-314SYF","Ammonia",0.168,"mg/l"
"1038",2018-05-23,"CEDEN-314SYF","Ammonia",0.0864,"mg/l"
"1039",2018-05-23,"CEDEN-314SYF","Ammonia",0.0027,"mg/l"
"1040",2018-07-24,"CEDEN-314SYF","Ammonia",0.154,"mg/l"
"1041",2018-07-24,"CEDEN-314SYF","Ammonia",0.009,"mg/l"
"1042",2018-09-25,"CEDEN-314SYF","Ammonia",0.004,"mg/l"
"1043",2018-09-25,"CEDEN-314SYF","Ammonia",0.119,"mg/l"
"1044",2018-11-30,"CEDEN-314SYF","Ammonia",4e-04,"mg/l"
"1045",2018-11-30,"CEDEN-314SYF","Ammonia",0.0525,"mg/l"
"1046",2019-01-16,"CEDEN-314SYF","Ammonia",0.0901,"mg/l"
"1047",2019-01-16,"CEDEN-314SYF","Ammonia",6e-04,"mg/l"
"1048",2019-03-25,"CEDEN-314SYF","Ammonia",0.0029,"mg/l"
"1049",2019-03-25,"CEDEN-314SYF","Ammonia",0.0531,"mg/l"
"1050",2019-04-29,"CEDEN-314SYF","Ammonia",5e-04,"mg/l"
"1051",2019-04-29,"CEDEN-314SYF","Ammonia",0.0831,"mg/l"
"1052",2001-01-18,"CEDEN-314SYI","Ammonia",0.041,"mg/l"
"1053",2001-01-18,"CEDEN-314SYI","Total dissolved solids",220,"mg/l"
"1054",2001-01-18,"CEDEN-314SYI","Total dissolved solids",795,"mg/l"
"1055",2001-01-18,"CEDEN-314SYI","Total dissolved solids",575,"mg/l"
"1056",2001-01-18,"CEDEN-314SYI","Nitrate",0.2696628,"mg/l"
"1057",2001-01-18,"CEDEN-314SYI","Ammonia",0.000713,"mg/l"
"1058",2001-02-12,"CEDEN-314SYI","Ammonia",0.003029,"mg/l"
"1059",2001-02-12,"CEDEN-314SYI","Nitrate",0.3146066,"mg/l"
"1060",2001-02-12,"CEDEN-314SYI","Total dissolved solids",383,"mg/l"
"1061",2001-02-12,"CEDEN-314SYI","Total dissolved solids",533,"mg/l"
"1062",2001-02-12,"CEDEN-314SYI","Total dissolved solids",150,"mg/l"
"1063",2001-02-12,"CEDEN-314SYI","Ammonia",0.164,"mg/l"
"1064",2001-03-06,"CEDEN-314SYI","Ammonia",0.001168,"mg/l"
"1065",2001-03-06,"CEDEN-314SYI","Ammonia",0.0574,"mg/l"
"1066",2001-03-06,"CEDEN-314SYI","Nitrate",0.1348314,"mg/l"
"1067",2001-03-06,"CEDEN-314SYI","Total dissolved solids",573,"mg/l"
"1068",2001-03-06,"CEDEN-314SYI","Total dissolved solids",486,"mg/l"
"1069",2001-03-06,"CEDEN-314SYI","Total dissolved solids",87,"mg/l"
"1070",2001-04-03,"CEDEN-314SYI","Total dissolved solids",487,"mg/l"
"1071",2001-04-03,"CEDEN-314SYI","Total dissolved solids",150,"mg/l"
"1072",2001-04-03,"CEDEN-314SYI","Total dissolved solids",637,"mg/l"
"1073",2001-04-03,"CEDEN-314SYI","Nitrate",0.14382016,"mg/l"
"1074",2001-05-09,"CEDEN-314SYI","Ammonia",0.001993,"mg/l"
"1075",2001-05-09,"CEDEN-314SYI","Total dissolved solids",683,"mg/l"
"1076",2001-05-09,"CEDEN-314SYI","Total dissolved solids",150,"mg/l"
"1077",2001-05-09,"CEDEN-314SYI","Total dissolved solids",533,"mg/l"
"1078",2001-05-09,"CEDEN-314SYI","Nitrate",0.2696628,"mg/l"
"1079",2001-05-09,"CEDEN-314SYI","Ammonia",0.0246,"mg/l"
"1080",2001-06-06,"CEDEN-314SYI","Ammonia",0.001269,"mg/l"
"1081",2001-06-06,"CEDEN-314SYI","Nitrate",0.4044942,"mg/l"
"1082",2001-06-06,"CEDEN-314SYI","Ammonia",0.0492,"mg/l"
"1083",2001-06-06,"CEDEN-314SYI","Total dissolved solids",827,"mg/l"
"1084",2001-06-06,"CEDEN-314SYI","Total dissolved solids",180,"mg/l"
"1085",2001-06-06,"CEDEN-314SYI","Total dissolved solids",647,"mg/l"
"1086",2001-07-10,"CEDEN-314SYI","Total dissolved solids",670,"mg/l"
"1087",2001-07-10,"CEDEN-314SYI","Total dissolved solids",220,"mg/l"
"1088",2001-07-10,"CEDEN-314SYI","Ammonia",0.0328,"mg/l"
"1089",2001-07-10,"CEDEN-314SYI","Total dissolved solids",890,"mg/l"
"1090",2001-07-10,"CEDEN-314SYI","Nitrate",0.14831454,"mg/l"
